TYPE LAT LON H FREQ A ICAO NAME
T 62.3995 25.6783 459 118 50 EFJY "Jyvaskyla"
T 62.3995 25.6783 459 119.7 50 EFJY "Jyvaskyla"
T 63.0072 27.7978 323 120.15 50 EFKU "Kuopio"
T 63.0072 27.7978 323 119.7 50 EFKU "Kuopio"
T 60.2546 25.0428 57 131.25 50 EFHF "Helsinki Malmi"
T 60.2546 25.0428 57 119.7 50 EFHF "Helsinki Malmi"
T 62.6921 22.8323 301 119.7 50 EFSI "Seinajoki"
T 62.6921 22.8323 301 122.8 50 EFSI "Seinajoki"
T 61.4141 23.6044 390 118.7 50 EFTP "Tampere Pirkkala"
T 61.4141 23.6044 390 119.7 50 EFTP "Tampere Pirkkala"
T 60.3203 24.9561 179 118.6 50 EFHK "Helsinki Vantaa"
T 60.3203 24.9561 179 118.85 50 EFHK "Helsinki Vantaa"
T 60.3203 24.9561 179 119.7 50 EFHK "Helsinki Vantaa"
T 60.8964 26.9384 339 119.7 50 EFUT "Utti"
T 60.8964 26.9384 339 130.8 50 EFUT "Utti"
T 68.6073 27.4053 481 118 50 EFIV "Ivalo"
T 68.6073 27.4053 481 119.7 50 EFIV "Ivalo"
T 64.9301 25.3546 47 124.4 50 EFOU "Oulu"
T 64.9301 25.3546 47 119.7 50 EFOU "Oulu"
T 60.1222 19.8982 17 119.6 50 EFMA "Mariehamn"
T 60.1222 19.8982 17 119.7 50 EFMA "Mariehamn"
T 61.0446 28.1444 349 119.7 50 EFLP "Lappeenranta"
T 61.0446 28.1444 349 120.2 50 EFLP "Lappeenranta"
T -17.7547 177.444 59 118.1 50 NFFN "Nadi"
T -17.5538 -149.607 5 118.1 50 NTAA "Tahiti Faaa"
T -16.6872 -151.022 7 119.3 50 NTTH "Huahine"
T -14.9543 -147.661 10 118.3 50 NTTG "Rangiroa"
T -16.7229 -151.466 3 118.5 50 NTTR "Uturoa"
T -16.4444 -151.751 10 118.9 50 NTTB "Bora Bora"
T -17.49 -149.762 9 118.7 50 NTTM "Temae"
T 43.3242 3.35556 56 120.175 50 LFMU "Vias"
T 43.3242 3.35556 56 123 50 LFMU "Vias"
T 49.0717 6.13167 629 119.7 50 LFSF "Frescaty"
T 49.0717 6.13167 629 131.275 50 LFSF "Frescaty"
T 49.0717 6.13167 629 257.8 50 LFSF "Frescaty"
T 49.0717 6.13167 629 281.35 50 LFSF "Frescaty"
T 47.039 5.42725 645 119.4 50 LFGJ "Tavaux"
T 44.8253 0.518611 171 119.8 50 LFBE "Roumaniere"
T 48.7519 2.10619 538 119.3 50 LFPN "Toussus Le Noble"
T 49.6501 -1.47028 459 119.625 50 LFRC "Maupertus"
T 46.1792 -1.19528 74 118 50 LFBH "Ile De Re"
T 46.1792 -1.19528 74 118.7 50 LFBH "Ile De Re"
T 49.2535 2.51914 291 119.7 50 LFPC "Creil"
T 49.2535 2.51914 291 122.1 50 LFPC "Creil"
T 49.2535 2.51914 291 140.575 50 LFPC "Creil"
T 49.2535 2.51914 291 142.45 50 LFPC "Creil"
T 49.2535 2.51914 291 257.8 50 LFPC "Creil"
T 43.6607 7.21758 13 118.7 50 LFMN "Cote D Azur"
T 43.6607 7.21758 13 121.275 50 LFMN "Cote D Azur"
T 50.9621 1.95476 11 118.1 50 LFAC "Calais Dunkerque"
T 43.5227 4.92384 82 122.1 50 LFMI "Le Tube"
T 43.5227 4.92384 82 123.6 50 LFMI "Le Tube"
T 43.5227 4.92384 82 257.8 50 LFMI "Le Tube"
T 43.5227 4.92384 82 356.325 50 LFMI "Le Tube"
T 48.1099 7.35901 628 119 50 LFGA "Houssen"
T 44.4079 2.48267 1906 118.125 50 LFCR "Marcillac"
T 49.3842 1.1748 512 120.2 50 LFOP "Vallee De Seine"
T 43.5762 3.96301 17 118.2 50 LFMT "Mediterranee"
T 43.5762 3.96301 17 118.775 50 LFMT "Mediterranee"
T 43.5762 3.96301 17 120.5 50 LFMT "Mediterranee"
T 45.6583 -0.3175 102 120.075 50 LFBG "Chateaubernard"
T 45.6583 -0.3175 102 122.1 50 LFBG "Chateaubernard"
T 45.6583 -0.3175 102 122.55 50 LFBG "Chateaubernard"
T 45.6583 -0.3175 102 257.8 50 LFBG "Chateaubernard"
T 45.6583 -0.3175 102 279.225 50 LFBG "Chateaubernard"
T 47.3122 -2.14918 13 118.95 50 LFRZ "Montoir"
T 47.2689 5.09 726 341.675 50 LFSD "Longvic"
T 47.2689 5.09 726 257.8 50 LFSD "Longvic"
T 49.4544 2.11278 359 119.9 50 LFOB "Tille"
T 49.4544 2.11278 359 121.4 50 LFOB "Tille"
T 47.7606 -3.44 169 122.7 50 LFRH "Lann Bihoue"
T 47.7606 -3.44 169 119.7 50 LFRH "Lann Bihoue"
T 47.7606 -3.44 169 376.65 50 LFRH "Lann Bihoue"
T 47.7606 -3.44 169 387.6 50 LFRH "Lann Bihoue"
T 45.7264 5.09083 821 120.45 50 LFLL "Saint Exupery"
T 45.7264 5.09083 821 340.6 50 LFLL "Saint Exupery"
T 46.8622 1.73067 530 125.875 50 LFLX "Deols"
T 46.8622 1.73067 530 133.8 50 LFLX "Deols"
T 43.216 2.30632 433 121 50 LFMK "Salvaza"
T 50.5619 3.08944 157 118.55 50 LFQQ "Lesquin"
T 42.554 9.48341 26 118 50 LFKB "Poretta"
T 45.7283 4.94489 659 118.1 50 LFLY "Bron"
T 43.0973 6.14603 7 336.5 50 LFTH "Le Palyvestre"
T 43.0973 6.14603 7 257.8 50 LFTH "Le Palyvestre"
T 43.0973 6.14603 7 121 50 LFTH "Le Palyvestre"
T 43.0973 6.14603 7 121.8 50 LFTH "Le Palyvestre"
T 48.5383 7.62821 505 126.875 50 LFST "Entzheim"
T 47.7831 6.36406 913 122.1 50 LFSX "Saint Sauveur"
T 47.7831 6.36406 913 257.8 50 LFSX "Saint Sauveur"
T 47.7831 6.36406 913 338.925 50 LFSX "Saint Sauveur"
T 48.4479 -4.41854 325 120.1 50 LFRB "Guipavas"
T 47.7233 -2.71856 440 122.6 50 LFRV "Meucon"
T 48.9694 2.44139 218 118.925 50 LFPB "Le Bourget"
T 49.1733 -0.45 256 124.425 50 LFRK "Carpiquet"
T 46.5877 0.306667 423 118.5 50 LFBI "Biard"
T 43.5421 6.95348 13 118.625 50 LFMD "Mandelieu"
T 45.8878 -0.983056 56 119.3 50 LFDN "St Agnant"
T 44.1747 0.590556 204 121.3 50 LFBA "La Garenne"
T 48.7662 7.20052 1017 129.8 50 LFQP "Bourscheid"
T 48.7662 7.20052 1017 364.725 50 LFQP "Bourscheid"
T 48.5303 -4.15164 348 119.2 50 LFRJ "Landivisiau"
T 48.5303 -4.15164 348 259.95 50 LFRJ "Landivisiau"
T 48.5303 -4.15164 348 119.7 50 LFRJ "Landivisiau"
T 48.0581 1.37639 432 122.1 50 LFOC "Chateaudun"
T 48.0581 1.37639 432 125.625 50 LFOC "Chateaudun"
T 48.0581 1.37639 432 257.8 50 LFOC "Chateaudun"
T 48.0581 1.37639 432 264.225 50 LFOC "Chateaudun"
T 47.975 -4.16779 297 118.625 50 LFRQ "Pluguffan"
T 44.8283 -0.715556 162 118.3 50 LFBD "Merignac"
T 44.8283 -0.715556 162 387.525 50 LFBD "Merignac"
T 44.8283 -0.715556 162 257.8 50 LFBD "Merignac"
T 43.1787 -0.006439 1260 119.05 50 LFBT "Lourdes"
T 43.4489 1.26333 622 123.2 50 LFBR "Lherm"
T 43.6291 1.36382 499 118.1 50 LFBO "Blagnac"
T 43.5456 1.3675 535 118.4 50 LFBF "Francazal"
T 43.5456 1.3675 535 122.1 50 LFBF "Francazal"
T 43.5456 1.3675 535 290.7 50 LFBF "Francazal"
T 48.5967 2.33139 270 123.55 50 LFPY "Bretigny Sur Orge"
T 48.5967 2.33139 270 128.75 50 LFPY "Bretigny Sur Orge"
T 48.5967 2.33139 270 136.2 50 LFPY "Bretigny Sur Orge"
T 48.5967 2.33139 270 297.9 50 LFPY "Bretigny Sur Orge"
T 48.636 4.89942 458 122.1 50 LFSI "Robinson"
T 48.636 4.89942 458 138.925 50 LFSI "Robinson"
T 48.636 4.89942 458 245.325 50 LFSI "Robinson"
T 48.636 4.89942 458 257.8 50 LFSI "Robinson"
T 43.4684 -1.52333 245 118.7 50 LFBZ "Anglet"
T 41.5006 9.09778 87 120.3 50 LFKF "Sud Corse"
T 47.1532 -1.61072 90 118.65 50 LFRS "Nantes Atlantique"
T 49.0128 2.55 392 118.65 50 LFPG "Charles De Gaulle"
T 49.0128 2.55 392 119.25 50 LFPG "Charles De Gaulle"
T 49.0128 2.55 392 120.65 50 LFPG "Charles De Gaulle"
T 49.0128 2.55 392 120.9 50 LFPG "Charles De Gaulle"
T 49.0128 2.55 392 123.6 50 LFPG "Charles De Gaulle"
T 45.9292 6.09876 1521 118.2 50 LFLP "Meythet"
T 42.7404 2.87067 144 118.3 50 LFMP "Rivesaltes"
T 42.7404 2.87067 144 121.9 50 LFMP "Rivesaltes"
T 44.5333 -1.125 84 118.4 50 LFBC "Cazaux"
T 44.5333 -1.125 84 122.1 50 LFBC "Cazaux"
T 44.5333 -1.125 84 241.75 50 LFBC "Cazaux"
T 44.5333 -1.125 84 257.8 50 LFBC "Cazaux"
T 41.9244 9.406 28 118.35 50 LFKS "Solenzara"
T 41.9244 9.406 28 257.8 50 LFKS "Solenzara"
T 41.9244 9.406 28 344.25 50 LFKS "Solenzara"
T 45.638 5.88023 779 118.3 50 LFLB "Aix Les Bains"
T 45.638 5.88023 779 121.2 50 LFLB "Aix Les Bains"
T 49.3653 0.154306 479 118.3 50 LFRG "St Gatien"
T 43.5056 5.36778 367 118.75 50 LFMA "Aix Les Milles"
T 43.5056 5.36778 367 122.1 50 LFMA "Aix Les Milles"
T 43.5056 5.36778 367 257.8 50 LFMA "Aix Les Milles"
T 43.5056 5.36778 367 275.95 50 LFMA "Aix Les Milles"
T 43.3847 6.38714 265 123 50 LFMC "Le Cannet"
T 43.3847 6.38714 265 119.7 50 LFMC "Le Cannet"
T 43.3847 6.38714 265 311.375 50 LFMC "Le Cannet"
T 43.7574 4.41635 309 123.2 50 LFTW "Garons"
T 43.7574 4.41635 309 257.8 50 LFTW "Garons"
T 43.7574 4.41635 309 386.775 50 LFTW "Garons"
T 48.5878 -2.08 217 121.1 50 LFRD "Pleurtuit"
T 48.7744 2.20154 584 122.1 50 LFPV "Velizy"
T 48.7744 2.20154 584 128.95 50 LFPV "Velizy"
T 48.7744 2.20154 584 257.8 50 LFPV "Velizy"
T 48.7744 2.20154 584 341.575 50 LFPV "Velizy"
T 49.31 4.05 314 118.275 50 LFSR "Champagne"
T 49.31 4.05 314 363.35 50 LFSR "Champagne"
T 49.31 4.05 314 122.1 50 LFSR "Champagne"
T 49.31 4.05 314 257.8 50 LFSR "Champagne"
T 47.7413 7.43221 787 125.25 50 LFGB "Habsheim"
T 43.38 -0.418611 616 124.15 50 LFBP "Pau Pyrenees"
T 43.5861 1.49917 459 122.7 50 LFCL "Lasbordes"
T 45.3629 5.32937 1302 119.3 50 LFLS "Saint Geoirs"
T 49.0966 2.04083 326 119.7 50 LFPT "Cormeilles En Vexin"
T 49.0966 2.04083 326 121.2 50 LFPT "Cormeilles En Vexin"
T 45.5406 4.29639 1325 118.65 50 LFMH "Boutheon"
T 45.5406 4.29639 1325 122.6 50 LFMH "Boutheon"
T 47.9878 1.76056 412 122.1 50 LFOJ "Bricy"
T 47.9878 1.76056 412 124.8 50 LFOJ "Bricy"
T 47.9878 1.76056 412 244.9 50 LFOJ "Bricy"
T 47.9878 1.76056 412 257.8 50 LFOJ "Bricy"
T 43.9073 4.90183 124 122.6 50 LFMV "Caumont"
T 42.5308 8.79319 209 123.2 50 LFKC "Saint Catherine"
T 42.5308 8.79319 209 120.8 50 LFKC "Saint Catherine"
T 44.9216 4.9699 525 120.1 50 LFLU "Chabeuil"
T 43.4356 5.21361 74 118.375 50 LFML "Provence"
T 43.4356 5.21361 74 119.5 50 LFML "Provence"
T 43.4356 5.21361 74 123.725 50 LFML "Provence"
T 43.6064 5.10925 195 122.1 50 LFMY "Salon"
T 43.6064 5.10925 195 135.15 50 LFMY "Salon"
T 43.6064 5.10925 195 141.25 50 LFMY "Salon"
T 43.6064 5.10925 195 257.8 50 LFMY "Salon"
T 43.6064 5.10925 195 275.45 50 LFMY "Salon"
T 46.4125 4.01326 796 122.3 50 LFLN "Saint Yan"
T 47.5896 7.52991 885 118.3 50 LFSB "Bale Mulhouse"
T 49.0287 1.21986 464 119.7 50 LFOE "Fauville"
T 49.0287 1.21986 464 122.1 50 LFOE "Fauville"
T 49.0287 1.21986 464 257.8 50 LFOE "Fauville"
T 49.0287 1.21986 464 341.825 50 LFOE "Fauville"
T 50.6184 2.64224 61 119.075 50 LFQT "Calonne"
T 43.9117 -0.5075 203 142.75 50 LFBM "Mont De Marsan"
T 43.9117 -0.5075 203 257.8 50 LFBM "Mont De Marsan"
T 43.9117 -0.5075 203 344.625 50 LFBM "Mont De Marsan"
T 43.9117 -0.5075 203 119.7 50 LFBM "Mont De Marsan"
T 43.9117 -0.5075 203 122.1 50 LFBM "Mont De Marsan"
T 47.0533 2.6325 580 122.1 50 LFOA "Avord"
T 47.0533 2.6325 580 142.225 50 LFOA "Avord"
T 47.0533 2.6325 580 257.8 50 LFOA "Avord"
T 47.0533 2.6325 580 283.7 50 LFOA "Avord"
T 48.5378 -2.85444 453 119.4 50 LFRT "Armor"
T 48.6047 2.67112 302 121.1 50 LFPM "Villaroche"
T 43.2478 6.1267 266 118.275 50 LFTF "Pierrefeu"
T 43.2478 6.1267 266 122.7 50 LFTF "Pierrefeu"
T 43.2478 6.1267 266 119.7 50 LFTF "Pierrefeu"
T 43.2478 6.1267 266 344.45 50 LFTF "Pierrefeu"
T 43.2478 6.1267 266 364.85 50 LFTF "Pierrefeu"
T 47.4322 0.727606 357 118.3 50 LFOT "Val De Loire"
T 47.4322 0.727606 357 122.1 50 LFOT "Val De Loire"
T 47.4322 0.727606 357 254.675 50 LFOT "Val De Loire"
T 47.4322 0.727606 357 257.8 50 LFOT "Val De Loire"
T 48.0695 -1.73479 124 120.5 50 LFRN "St Jacques"
T 49.5339 0.088056 313 119.15 50 LFOH "Octeville"
T 48.7761 4.18449 587 124.2 50 LFOK "Vatry"
T 48.7544 -3.47166 290 118.4 50 LFRO "Lannion"
T 45.9873 5.32844 823 122.1 50 LFXA "Amberieu"
T 45.9873 5.32844 823 257.8 50 LFXA "Amberieu"
T 41.9236 8.80292 18 118.1 50 LFKJ "Campo Dell Oro"
T 45.8628 1.17944 1299 118.7 50 LFBL "Bellegarde"
T 47.9486 0.201667 194 125.9 50 LFRM "Arnage"
T 48.9822 6.25361 870 118.2 50 LFJL "Metz Nancy Lorraine"
T 50.5147 1.62734 36 118.45 50 LFAT "Le Touquet Paris Plage"
T 45.7867 3.16917 1090 118.625 50 LFLC "Auvergne"
T 47.922 7.39967 693 122.1 50 LFSC "Meyenheim"
T 47.922 7.39967 693 244.825 50 LFSC "Meyenheim"
T 47.922 7.39967 693 257.8 50 LFSC "Meyenheim"
T 48.7253 2.35944 291 118.7 50 LFPO "Orly"
T 48.7253 2.35944 291 120.5 50 LFPO "Orly"
T 48.7253 2.35944 291 135 50 LFPO "Orly"
T 13.338 -16.6522 95 118.3 50 GBYD "Banjul"
T 36.1511 -5.34962 15 123.3 50 LXGB "Gibraltar"
T 36.1511 -5.34962 15 360.375 50 LXGB "Gibraltar"
T 36.1511 -5.34962 15 369.975 50 LXGB "Gibraltar"
T 12.0042 -61.7862 41 118.9 50 TGPY "Point Salines"
T 49.435 -2.60197 336 119.95 50 EGJB "Guernsey"
T 67.017 -50.6893 165 118.3 50 BGSF "Kangerlussuaq Sondre Stromfjord"
T 76.5314 -68.7032 251 126.2 50 BGTL "Thule Air Base"
T 76.5314 -68.7032 251 255.6 50 BGTL "Thule Air Base"
T 48.7794 8.0805 408 125.875 50 EDSB "Karlsruhe Baden Baden"
T 54.9132 8.34047 51 119.75 50 EDXW "Westerland Sylt"
T 50.0264 8.54312 364 119.9 50 EDDF "Frankfurt Main"
T 50.0264 8.54312 364 124.85 50 EDDF "Frankfurt Main"
T 50.0264 8.54312 364 127.325 50 EDDF "Frankfurt Main"
T 50.0264 8.54312 364 337.75 50 EDDF "Frankfurt Main"
T 52.473 13.4039 163 119.575 50 EDDI "Tempelhof"
T 52.473 13.4039 163 118.1 50 EDDI "Tempelhof"
T 52.473 13.4039 163 338 50 EDDI "Tempelhof"
T 53.5072 8.57283 10 122.375 50 EDWB "Bremerhaven"
T 54.3795 10.1452 101 119.975 50 EDHK "Kiel Holtenau"
T 53.8787 14.1523 93 132.825 50 EDAH "Heringsdorf"
T 53.8787 14.1523 93 119.7 50 EDAH "Heringsdorf"
T 51.424 12.2364 465 121.1 50 EDDP "Leipzig Halle"
T 51.424 12.2364 465 376.55 50 EDDP "Leipzig Halle"
T 53.0475 8.78667 14 118.5 50 EDDW "Bremen"
T 53.0475 8.78667 14 134.825 50 EDDW "Bremen"
T 53.0475 8.78667 14 337.75 50 EDDW "Bremen"
T 48.0816 11.2834 1947 119.55 50 EDMO "Oberpfaffenhofen"
T 48.0816 11.2834 1947 122.1 50 EDMO "Oberpfaffenhofen"
T 48.0816 11.2834 1947 292.8 50 EDMO "Oberpfaffenhofen"
T 50.2888 11.8549 1958 124.35 50 EDQM "Hof Plauen"
T 51.2304 6.50449 125 118.125 50 EDLN "Monchengladbach"
T 52.3192 10.5561 296 119.35 50 EDVE "Braunschweig"
T 52.3192 10.5561 296 366 50 EDVE "Braunschweig"
T 52.5597 13.2877 122 124.525 50 EDDT "Tegel"
T 52.5597 13.2877 122 118.7 50 EDDT "Tegel"
T 52.5597 13.2877 122 312.825 50 EDDT "Tegel"
T 49.4377 7.60143 782 123.55 50 ETAR "Ramstein Ab"
T 49.4377 7.60143 782 122.1 50 ETAR "Ramstein Ab"
T 49.4377 7.60143 782 279.65 50 ETAR "Ramstein Ab"
T 49.4377 7.60143 782 257.8 50 ETAR "Ramstein Ab"
T 53.6022 13.306 228 119.175 50 ETNU "Neubrandenburg"
T 53.6022 13.306 228 122.1 50 ETNU "Neubrandenburg"
T 53.6022 13.306 228 257.8 50 ETNU "Neubrandenburg"
T 53.6022 13.306 228 397.6 50 ETNU "Neubrandenburg"
T 50.8659 7.14274 302 124.975 50 EDDK "Koln Bonn"
T 50.8659 7.14274 302 291.2 50 EDDK "Koln Bonn"
T 53.8054 10.7192 54 128.7 50 EDHL "Lubeck Blankensee"
T 51.6141 8.61632 699 118.275 50 EDLP "Paderborn Lippstadt"
T 51.6141 8.61632 699 397.4 50 EDLP "Paderborn Lippstadt"
T 52.1346 7.68483 159 129.8 50 EDDG "Munster Osnabruck"
T 52.1346 7.68483 159 397.2 50 EDDG "Munster Osnabruck"
T 51.768 14.292 227 40.6 50 ETHT "Cottbus"
T 51.768 14.292 227 122.1 50 ETHT "Cottbus"
T 51.768 14.292 227 130.15 50 ETHT "Cottbus"
T 51.768 14.292 227 340.15 50 ETHT "Cottbus"
T 51.768 14.292 227 255.65 50 ETHT "Cottbus"
T 53.5048 8.05333 16 118.725 50 EDWI "Wilhelmshaven Mariensiel"
T 53.5048 8.05333 16 122.1 50 EDWI "Wilhelmshaven Mariensiel"
T 49.2156 7.11028 1057 118.35 50 EDDR "Saarbrucken"
T 49.2156 7.11028 1057 118.55 50 EDDR "Saarbrucken"
T 51.2895 6.76677 147 118.3 50 EDDL "Dusseldorf"
T 51.2895 6.76677 147 337.75 50 EDDL "Dusseldorf"
T 51.4084 9.37763 908 118.1 50 EDVK "Kassel Calden"
T 51.4084 9.37763 908 366 50 EDVK "Kassel Calden"
T 52.2785 9.08217 230 122.1 50 ETHB "Buckeburg"
T 52.2785 9.08217 230 140.4 50 ETHB "Buckeburg"
T 52.2785 9.08217 230 270 50 ETHB "Buckeburg"
T 52.2785 9.08217 230 257.8 50 ETHB "Buckeburg"
T 52.2785 9.08217 230 255.65 50 ETHB "Buckeburg"
T 51.1328 13.7672 755 122.925 50 EDDC "Dresden"
T 51.1328 13.7672 755 119.7 50 EDDC "Dresden"
T 51.1328 13.7672 755 337.725 50 EDDC "Dresden"
T 48.3538 11.7861 1487 118.7 50 EDDM "Munchen"
T 48.3538 11.7861 1487 120.5 50 EDDM "Munchen"
T 48.3538 11.7861 1487 119.4 50 EDDM "Munchen"
T 48.3538 11.7861 1487 337.75 50 EDDM "Munchen"
T 48.6899 9.22196 1276 118.8 50 EDDS "Stuttgart"
T 48.6899 9.22196 1276 119.05 50 EDDS "Stuttgart"
T 48.6899 9.22196 1276 337.75 50 EDDS "Stuttgart"
T 48.6899 9.22196 1276 118.6 50 EDDS "Stuttgart"
T 48.6899 9.22196 1276 278.05 50 EDDS "Stuttgart"
T 52.4611 9.68508 183 120.175 50 EDDV "Hannover"
T 52.4611 9.68508 183 120.225 50 EDDV "Hannover"
T 52.4611 9.68508 183 299.95 50 EDDV "Hannover"
T 50.98 10.9581 1034 121.15 50 EDDE "Erfurt"
T 50.98 10.9581 1034 358.575 50 EDDE "Erfurt"
T 53.5354 9.83548 18 121.275 50 EDHI "Hamburg Finkenwerder"
T 53.5354 9.83548 18 123.25 50 EDHI "Hamburg Finkenwerder"
T 53.5354 9.83548 18 259.15 50 EDHI "Hamburg Finkenwerder"
T 51.9228 8.30633 236 124.25 50 ETUO "Gutersloh"
T 51.9228 8.30633 236 292.475 50 ETUO "Gutersloh"
T 49.9497 7.26389 1649 119.65 50 EDFH "Frankfurt Hahn"
T 49.9497 7.26389 1649 337.45 50 EDFH "Frankfurt Hahn"
T 52.38 13.5225 157 120.025 50 EDDB "Schonefeld"
T 52.38 13.5225 157 127.875 50 EDDB "Schonefeld"
T 52.38 13.5225 157 358.6 50 EDDB "Schonefeld"
T 53.6304 9.98823 53 126.85 50 EDDH "Hamburg"
T 53.6304 9.98823 53 372.65 50 EDDH "Hamburg"
T 53.427 11.7834 166 120 50 EDOP "Schwerin Parchim"
T 52.5913 10.0222 128 42.4 50 ETHC "Celle"
T 52.5913 10.0222 128 122.1 50 ETHC "Celle"
T 52.5913 10.0222 128 255.65 50 ETHC "Celle"
T 52.5913 10.0222 128 257.8 50 ETHC "Celle"
T 52.5913 10.0222 128 375.25 50 ETHC "Celle"
T 51.5183 7.61224 424 134.175 50 EDLW "Dortmund"
T 51.5183 7.61224 424 314.7 50 EDLW "Dortmund"
T 48.4252 10.9318 1515 124.975 50 EDMA "Augsburg"
T 48.4252 10.9318 1515 338.975 50 EDMA "Augsburg"
T 48.7157 11.534 1202 122.1 50 ETSI "Ingolstadt Manching"
T 48.7157 11.534 1202 125.25 50 ETSI "Ingolstadt Manching"
T 48.7157 11.534 1202 139.4 50 ETSI "Ingolstadt Manching"
T 48.7157 11.534 1202 257.8 50 ETSI "Ingolstadt Manching"
T 48.7157 11.534 1202 292.6 50 ETSI "Ingolstadt Manching"
T 53.9182 12.2783 138 118.425 50 ETNL "Laage"
T 53.9182 12.2783 138 122.1 50 ETNL "Laage"
T 53.9182 12.2783 138 143.925 50 ETNL "Laage"
T 53.9182 12.2783 138 336.4 50 ETNL "Laage"
T 53.9182 12.2783 138 257.8 50 ETNL "Laage"
T 53.5335 7.88867 24 118.725 50 ETNJ "Jever"
T 53.5335 7.88867 24 122.1 50 ETNJ "Jever"
T 53.5335 7.88867 24 257.8 50 ETNJ "Jever"
T 53.5335 7.88867 24 344.35 50 ETNJ "Jever"
T 53.5335 7.88867 24 138.15 50 ETNJ "Jever"
T 49.4986 11.0781 1046 118.3 50 EDDN "Nurnberg"
T 49.4986 11.0781 1046 337.75 50 EDDN "Nurnberg"
T 48.7913 8.18714 405 125.875 50 EDTB "Baden Oos"
T 52.5855 8.34067 127 140.6 50 ETND "Diepholz"
T 52.5855 8.34067 127 122.1 50 ETND "Diepholz"
T 52.5855 8.34067 127 251.5 50 ETND "Diepholz"
T 52.5855 8.34067 127 257.8 50 ETND "Diepholz"
T 49.4727 8.51363 309 122.1 50 EDFM "Mannheim City"
T 49.4727 8.51363 309 118.4 50 EDFM "Mannheim City"
T 53.1432 8.62344 20 122.35 50 EDWD "Lemwerder"
T 53.1432 8.62344 20 282.35 50 EDWD "Lemwerder"
T 16.2653 -61.5318 36 118.4 50 TFFR "Le Raizet"
T 13.4839 144.797 298 118.1 50 PGUM "Guam"
T 13.4839 144.797 298 340.2 50 PGUM "Guam"
T 38.602 21.3512 98 122.1 50 LGAG "Agrinion"
T 38.602 21.3512 98 123.65 50 LGAG "Agrinion"
T 38.602 21.3512 98 257.8 50 LGAG "Agrinion"
T 38.9255 20.7653 13 120.45 50 LGPZ "Aktio"
T 38.9255 20.7653 13 122.1 50 LGPZ "Aktio"
T 38.9255 20.7653 13 257.8 50 LGPZ "Aktio"
T 39.6019 19.9117 6 120.85 50 LGKR "Ioannis Kapodistrias"
T 39.6019 19.9117 6 122.1 50 LGKR "Ioannis Kapodistrias"
T 39.6019 19.9117 6 257.8 50 LGKR "Ioannis Kapodistrias"
T 37.8879 23.7317 68 122.1 50 LGAT "Athinai"
T 37.8879 23.7317 68 118.1 50 LGAT "Athinai"
T 37.8879 23.7317 68 336.4 50 LGAT "Athinai"
T 37.4351 25.3481 405 118.75 50 LGMK "Mikonos"
T 37.4351 25.3481 405 122.1 50 LGMK "Mikonos"
T 37.4351 25.3481 405 257.8 50 LGMK "Mikonos"
T 36.4054 28.0862 17 118.2 50 LGRP "Diagoras"
T 36.4054 28.0862 17 122.1 50 LGRP "Diagoras"
T 36.4054 28.0862 17 257.8 50 LGRP "Diagoras"
T 36.4054 28.0862 17 381 50 LGRP "Diagoras"
T 36.4004 25.4787 130 118.05 50 LGSR "Santorini"
T 36.4004 25.4787 130 122.1 50 LGSR "Santorini"
T 36.4004 25.4787 130 257.8 50 LGSR "Santorini"
T 38.0638 23.556 143 120.15 50 LGEL "Elefsis"
T 38.0638 23.556 143 122.1 50 LGEL "Elefsis"
T 38.0638 23.556 143 257.8 50 LGEL "Elefsis"
T 38.0638 23.556 143 362.3 50 LGEL "Elefsis"
T 38.3398 23.565 485 120.25 50 LGTG "Tanagra"
T 38.3398 23.565 485 122.1 50 LGTG "Tanagra"
T 38.3398 23.565 485 257.8 50 LGTG "Tanagra"
T 38.1089 23.7838 785 118.5 50 LGTT "Tatoi"
T 38.1089 23.7838 785 122.1 50 LGTT "Tatoi"
T 38.1089 23.7838 785 122.65 50 LGTT "Tatoi"
T 38.1089 23.7838 785 257.8 50 LGTT "Tatoi"
T 38.9676 24.4872 48 123.2 50 LGSY "Skyros"
T 38.9676 24.4872 48 257.8 50 LGSY "Skyros"
T 38.1511 21.4258 46 122.1 50 LGRX "Araxos"
T 38.1511 21.4258 46 125.25 50 LGRX "Araxos"
T 38.1511 21.4258 46 257.8 50 LGRX "Araxos"
T 38.1511 21.4258 46 362.3 50 LGRX "Araxos"
T 37.9207 21.2926 55 120.65 50 LGAD "Andravida"
T 37.9207 21.2926 55 122.1 50 LGAD "Andravida"
T 37.9207 21.2926 55 257.8 50 LGAD "Andravida"
T 39.2196 22.7943 82 122.1 50 LGBL "Nea Anchialos"
T 39.2196 22.7943 82 257.8 50 LGBL "Nea Anchialos"
T 39.6503 22.4655 241 120.55 50 LGLR "Larisa"
T 39.6503 22.4655 241 122.1 50 LGLR "Larisa"
T 39.6503 22.4655 241 257.8 50 LGLR "Larisa"
T 37.7501 20.8821 14 125.425 50 LGZA "Zakinthos Dionysios Solomos"
T 37.7501 20.8821 14 257.8 50 LGZA "Zakinthos Dionysios Solomos"
T 37.7501 20.8821 14 122.1 50 LGZA "Zakinthos Dionysios Solomos"
T 35.5317 24.1497 492 121.1 50 LGSA "Souda"
T 35.5317 24.1497 492 122.1 50 LGSA "Souda"
